reflection_id,person_id,workshop_id,timestamp,department_id,role,reflection_text,sentiment,theme
72f26c48-ecaf-4380-9d48-ccb532093859,P_0061,,2023-08-17T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,positive,support
eb450f12-bb4d-462d-b307-e3ada51397dd,P_0037,,2023-11-06T00:00:00,DEPT_006,faculty,This is a synthetic reflection text about AI adoption.,mixed,tools
3055e2b2-f968-4602-b361-97e905e88b21,P_0111,,2023-06-18T00:00:00,DEPT_007,faculty,This is a synthetic reflection text about AI adoption.,negative,support
b8f4a4d2-88cd-436b-81f2-6a53da5d9259,P_0044,,2023-08-24T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
a37f3857-90f5-48e1-b626-5d106f66c0ea,P_0109,,2023-02-16T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,positive,support
06e9cdd2-d2db-46f5-a3af-ec7328e9ca80,P_0153,,2023-06-27T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,mixed,policy
8146f69f-1951-455a-b0cd-6cb0ca0dd6ab,P_0136,,2023-07-20T00:00:00,DEPT_004,staff,This is a synthetic reflection text about AI adoption.,mixed,time
962309f9-c1bb-4099-b562-165c545caea5,P_0099,,2023-08-01T00:00:00,DEPT_002,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
7e814b2d-0758-4e7a-84ef-709c587eae0a,P_0175,,2023-08-10T00:00:00,DEPT_001,faculty,This is a synthetic reflection text about AI adoption.,positive,time
6d678845-8691-4262-b762-1d558ed4ccdf,P_0104,,2023-12-24T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
edfec794-95ee-4655-a51f-411ae8e9c594,P_0111,,2023-12-24T00:00:00,DEPT_007,faculty,This is a synthetic reflection text about AI adoption.,negative,time
f874e76b-1b68-4b78-a8d3-377e439e4055,P_0141,,2023-03-22T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,positive,tools
7a6a0eeb-4a62-439a-99a1-ede18d9907cd,P_0134,,2023-05-30T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,mixed,confidence
d668de9b-17e1-4777-b9b5-e67e27d77fea,P_0006,,2023-12-24T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,mixed,time
3befab30-eb72-441e-9299-1bcae2680ce9,P_0144,,2023-09-10T00:00:00,DEPT_005,staff,This is a synthetic reflection text about AI adoption.,positive,tools
255d50fb-33b3-4242-bcbb-5b908462d011,P_0199,,2023-03-04T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,negative,confidence
578037db-fcb1-4616-bcb7-9c43476b856d,P_0094,,2023-02-23T00:00:00,DEPT_004,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
4041b7ce-ac96-4108-97b2-f626d42df46d,P_0049,,2023-07-29T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
d1434d07-2290-499e-81ea-ed4c137dc19c,P_0095,,2023-04-17T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,support
fb438d41-0829-40f1-86e1-3f6aa69eeaba,P_0174,,2023-01-14T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,support
4b98b78d-4a92-4420-9ebd-e61e885972ee,P_0197,,2023-07-15T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
c7e880d7-83e4-4893-8085-a569275d15a0,P_0024,,2023-04-10T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
3c061df5-e13a-4b7f-b609-dd18e7b5c985,P_0002,,2023-05-09T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,positive,time
648d0fa2-cf92-46cd-beda-f0e03a83e556,P_0043,,2023-06-17T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,mixed,support
c70a138d-4894-48e6-be3c-488c4285d558,P_0051,,2023-09-06T00:00:00,DEPT_005,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
ab16d27f-f061-497d-a91f-15768c4e31a9,P_0079,,2023-10-08T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,mixed,support
42652c6a-896b-431a-ae4f-6eeddec949db,P_0079,,2023-03-13T00:00:00,DEPT_001,staff,This is a synthetic reflection text about AI adoption.,positive,policy
3ac4da39-7315-4ef3-84a0-3dea59336b11,P_0170,,2023-03-24T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
94922b1c-ec7b-454a-84ea-c94c3c5ee0a9,P_0094,,2023-11-07T00:00:00,DEPT_004,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
6e3ae8b0-e6a0-4d53-9e8b-fb8eb827287d,P_0132,,2023-03-05T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,positive,support
5a320f2d-3015-4ac0-bdd4-645ac6b6283d,P_0110,,2023-03-28T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
2ba8c558-763d-421b-8b5e-8281eba951ac,P_0143,,2023-12-13T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
0413beda-051c-47ea-8dea-6ef88a0b5482,P_0130,,2023-07-03T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
512e4d85-9544-41f8-9513-375a5cb547c6,P_0040,,2023-12-12T00:00:00,DEPT_002,faculty,This is a synthetic reflection text about AI adoption.,positive,support
1d5e6435-564b-43b0-a2ab-9276faae5c4a,P_0187,,2023-12-23T00:00:00,DEPT_001,staff,This is a synthetic reflection text about AI adoption.,positive,tools
27349606-eab9-463b-936c-075c15fab1b0,P_0024,,2023-11-25T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
49af3aef-dd61-47bd-aae2-242b420dc064,P_0099,,2023-07-19T00:00:00,DEPT_003,faculty,This is a synthetic reflection text about AI adoption.,mixed,support
1776aa4b-93fc-458a-9677-927780c5b845,P_0066,,2023-01-27T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
0bb8cf2e-4237-47c7-b584-1c30e2ba218c,P_0032,,2023-07-13T00:00:00,DEPT_008,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
e888000e-8bbb-4dfc-a9a7-da460ceed7fc,P_0068,,2023-07-11T00:00:00,DEPT_005,faculty,This is a synthetic reflection text about AI adoption.,negative,time
9accf782-dfbd-41a5-8d38-65b2c443a5a4,P_0092,,2023-02-16T00:00:00,DEPT_010,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
b6c019c7-f28f-4df3-8113-73ade8c6bf22,P_0194,,2023-01-08T00:00:00,DEPT_007,staff,This is a synthetic reflection text about AI adoption.,positive,time
8d6aa430-97ce-4f1f-bab1-6fe82a8c897b,P_0078,,2023-12-15T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
8e55730d-bac8-4cb4-a705-a37b1cbd6cf8,P_0123,,2023-02-19T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
e598d653-1b77-40ba-8bac-7226f3d1a17a,P_0188,,2023-03-27T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,positive,tools
466b5d2a-6fde-4470-8e0e-c875beeccde6,P_0174,,2023-02-25T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,mixed,policy
b97b3ccc-9028-4d51-9f11-7c0a1e9040e4,P_0152,,2023-10-15T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,mixed,tools
f1898828-e4e7-43b8-927a-2e3967856f96,P_0021,,2023-04-17T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,negative,support
5e6d8fa0-3cba-4a05-bd47-aca022845a44,P_0021,,2023-08-08T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,positive,time
be3fd48f-c703-4614-8b40-7706cccbcf25,P_0189,,2023-02-24T00:00:00,DEPT_007,faculty,This is a synthetic reflection text about AI adoption.,positive,time
0017463d-1a86-4b1d-98dc-545f38eff6b9,P_0032,,2023-01-08T00:00:00,DEPT_008,grad_student,This is a synthetic reflection text about AI adoption.,positive,policy
89b48b1b-d91a-414b-8a9d-fb421b157a60,P_0024,,2023-01-07T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,positive,support
28f2516d-0697-4574-9f97-11f4cb65ffe9,P_0012,,2023-04-23T00:00:00,DEPT_001,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
35945b07-5228-43fd-a1ba-e76c8f55a8cc,P_0101,,2023-11-29T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,mixed,confidence
587ed116-512a-4969-96e4-94a728dcf150,P_0196,,2023-02-04T00:00:00,DEPT_003,faculty,This is a synthetic reflection text about AI adoption.,mixed,support
cde88a15-183e-415c-a036-8aee8a223dac,P_0004,,2023-06-04T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,mixed,support
592d4576-8649-4531-b8d4-767894a1a921,P_0104,,2023-02-22T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,mixed,tools
024ad082-7f4d-4cdf-9ba7-4e8dee4c7ba4,P_0027,,2023-03-29T00:00:00,DEPT_008,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
f43c51a8-20d5-43fa-9d95-5acab71508bc,P_0096,,2023-11-04T00:00:00,DEPT_004,faculty,This is a synthetic reflection text about AI adoption.,positive,support
9bd9ddff-c668-4def-a4df-2038300ac4e2,P_0179,,2023-12-14T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,negative,time
792ec838-9ba8-4b6b-aec4-72d15ee33dad,P_0173,,2023-06-20T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,positive,policy
c75b83f7-d26a-4b34-bc3b-ec00d1be707d,P_0092,,2023-12-08T00:00:00,DEPT_010,grad_student,This is a synthetic reflection text about AI adoption.,positive,policy
014074fb-a988-4074-baf6-6215697325f6,P_0111,,2023-01-10T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,mixed,tools
a7b0c8cf-6b12-42a6-855e-ada66001552b,P_0014,,2023-08-18T00:00:00,DEPT_005,staff,This is a synthetic reflection text about AI adoption.,positive,time
e0ef8230-295b-4507-a0e2-87216708f0d9,P_0177,,2023-09-15T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
57db2f54-4a4c-4281-b313-cb5761dbd97d,P_0120,,2023-04-30T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
c4bd085c-eec0-46e0-8b20-007411335028,P_0104,,2023-06-08T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,positive,support
311ea146-d028-4060-a826-15da8230002c,P_0034,,2023-05-05T00:00:00,DEPT_010,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
27de6423-c15f-4ea0-a442-338cb4569f68,P_0062,,2023-03-12T00:00:00,DEPT_005,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
54ee1f1f-ab5f-4d95-9334-2a7b0bf55d98,P_0075,,2023-04-14T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,positive,time
84867f79-79b7-41b0-a70f-54e827b4b352,P_0183,,2023-11-25T00:00:00,DEPT_010,grad_student,This is a synthetic reflection text about AI adoption.,positive,tools
e2e15e20-b4b5-4d1f-9f36-8e5c82c45058,P_0126,,2023-08-16T00:00:00,DEPT_009,faculty,This is a synthetic reflection text about AI adoption.,mixed,policy
94d35ede-599e-4cf4-bacf-862fe0613c5a,P_0136,,2023-03-10T00:00:00,DEPT_009,faculty,This is a synthetic reflection text about AI adoption.,positive,confidence
448b4ee5-4c76-43bd-a63f-61750f34d614,P_0127,,2023-09-24T00:00:00,DEPT_009,grad_student,This is a synthetic reflection text about AI adoption.,mixed,support
0263801a-874f-45bb-890b-40c626f8aa3c,P_0024,,2023-11-28T00:00:00,DEPT_006,faculty,This is a synthetic reflection text about AI adoption.,mixed,confidence
653a7820-3218-4879-8f92-1fb7fd23127f,P_0125,,2023-04-28T00:00:00,DEPT_003,grad_student,This is a synthetic reflection text about AI adoption.,mixed,policy
a5268601-861c-4191-b828-41f25570742a,P_0186,,2023-06-25T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,tools
9f080b07-6f8b-4322-9d1a-6c6302c35f49,P_0019,,2023-01-28T00:00:00,DEPT_009,grad_student,This is a synthetic reflection text about AI adoption.,negative,time
672a7454-06c7-42d2-8c27-41db9a7bee39,P_0168,,2023-12-18T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
441193e8-565b-4cdb-8211-8b3e86bbb303,P_0123,,2023-11-08T00:00:00,DEPT_010,grad_student,This is a synthetic reflection text about AI adoption.,mixed,tools
53d8c215-b025-4f4f-9366-4eb43794af5d,P_0150,,2023-06-14T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
204c75bc-cfd0-4f8d-b9e9-3b44cd97a16a,P_0004,,2023-02-03T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
076a4f56-b4e4-4c8b-b719-8e4de3ca191b,P_0148,,2023-04-09T00:00:00,DEPT_005,faculty,This is a synthetic reflection text about AI adoption.,positive,time
e0527977-b3e0-4a70-b721-e344e51d6731,P_0128,,2023-04-15T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,time
dae5e960-e465-4ac9-b4eb-e14ea17035cd,P_0092,,2023-10-31T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,positive,time
f1899931-f5e3-4258-b477-6c4b2678e65c,P_0086,,2023-05-01T00:00:00,DEPT_007,staff,This is a synthetic reflection text about AI adoption.,positive,support
44f82df5-5c58-4f10-bb0e-6108526211dd,P_0197,,2023-08-28T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,time
da530e62-7661-47d8-814a-b697b039d960,P_0151,,2023-05-06T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,tools
027be20f-3d15-4ff7-8252-c4eec20e35b4,P_0101,,2023-05-08T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
a028720b-4e63-4565-9f2c-34d76f520a5d,P_0010,,2023-08-18T00:00:00,DEPT_007,faculty,This is a synthetic reflection text about AI adoption.,negative,time
dad4db57-c511-4ce2-978f-795616586352,P_0165,,2023-05-20T00:00:00,DEPT_009,faculty,This is a synthetic reflection text about AI adoption.,mixed,support
ae835d72-56cd-4399-8db1-18dd6009cc9c,P_0005,,2023-02-10T00:00:00,DEPT_004,faculty,This is a synthetic reflection text about AI adoption.,negative,policy
26da43fd-4541-4307-a0f0-d013d091935f,P_0006,,2023-07-23T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,positive,support
124e0cea-08ea-4061-a819-7928b97c3c3c,P_0143,,2023-08-14T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
b6b64e8b-f5c4-40c9-bde6-ed741dab4047,P_0043,,2023-08-10T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,mixed,support
044f5cdf-6f24-403a-9e1f-4a8d93a7b407,P_0129,,2023-01-11T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,mixed,support
7d9e67f3-4b0e-4a85-a5ec-289c3b8ae328,P_0142,,2023-02-12T00:00:00,DEPT_003,grad_student,This is a synthetic reflection text about AI adoption.,mixed,policy
7edd651b-bd21-4026-a0e1-2de895e9c9b2,P_0187,,2023-11-01T00:00:00,DEPT_009,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
0c251d0a-8ea4-4444-84c8-e5c54f084711,P_0042,,2023-03-31T00:00:00,DEPT_006,faculty,This is a synthetic reflection text about AI adoption.,positive,support
87e02463-567b-4cf0-9568-170d3d76ce5d,P_0083,,2023-06-06T00:00:00,DEPT_010,faculty,This is a synthetic reflection text about AI adoption.,positive,support
501a4c4b-95ba-447d-8cb0-967422d56b31,P_0195,,2023-10-15T00:00:00,DEPT_007,faculty,This is a synthetic reflection text about AI adoption.,mixed,confidence
d01391bf-62d6-4cef-9f33-0893f9c19303,P_0122,,2023-06-20T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
933971b6-c9dd-413f-a535-77db09097e52,P_0104,,2023-04-11T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,positive,time
22079e1c-31c4-48ce-9a6b-5c2336236694,P_0016,,2023-01-03T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,positive,tools
652cb353-e4d5-4961-938e-94e4c913a261,P_0090,,2023-07-11T00:00:00,DEPT_010,faculty,This is a synthetic reflection text about AI adoption.,positive,support
7154d0a3-23cb-44de-8669-11ae388580c8,P_0165,,2023-07-22T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,negative,policy
cbe54d65-05f4-4eb3-9a23-ad5822cfde81,P_0034,,2023-07-16T00:00:00,DEPT_001,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
743f4ba0-2c61-41df-8e95-952c4e40c22e,P_0196,,2023-02-06T00:00:00,DEPT_003,faculty,This is a synthetic reflection text about AI adoption.,positive,confidence
b524dc0a-afaf-4c13-a21c-399fb5aef894,P_0135,,2023-03-05T00:00:00,DEPT_003,faculty,This is a synthetic reflection text about AI adoption.,positive,tools
fb0e703b-6fae-4ed0-97a7-a9201f60b109,P_0196,,2023-03-25T00:00:00,DEPT_006,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
dabd7686-0d76-4610-84e0-82d0c59ede20,P_0068,,2023-05-11T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,mixed,policy
4903da25-7f2f-4451-84da-38ce7d9a6a18,P_0020,,2023-09-18T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,mixed,policy
a32bc0bd-6b01-446a-ae67-4d94cd92ef14,P_0135,,2023-12-23T00:00:00,DEPT_005,faculty,This is a synthetic reflection text about AI adoption.,positive,support
4043a0b3-2055-42df-87f8-1d765ea71c4b,P_0006,,2023-08-06T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,mixed,time
77cf4ef8-6dd8-4689-9b43-c684e3cf5fd2,P_0095,,2023-09-02T00:00:00,DEPT_009,staff,This is a synthetic reflection text about AI adoption.,positive,policy
5718477b-ceb3-4366-b0e9-2344ebcc21f7,P_0190,,2023-11-20T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
bed7c749-1321-46a9-9610-1074b8b274aa,P_0080,,2023-12-24T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
bb46081b-9dd6-4a15-9979-5485ac2d09e4,P_0080,,2023-05-14T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,mixed,time
4d773360-90d2-4e0c-82d7-203c1176613c,P_0086,,2023-05-11T00:00:00,DEPT_007,staff,This is a synthetic reflection text about AI adoption.,positive,tools
aea5154a-6940-4d37-b497-23156be3d44b,P_0172,,2023-12-06T00:00:00,DEPT_009,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
7cd3e75a-ca07-4f08-a1a1-7b07716b5d58,P_0098,,2023-03-01T00:00:00,DEPT_009,grad_student,This is a synthetic reflection text about AI adoption.,mixed,support
21721f13-9e0f-437f-8671-8f59e4085697,P_0072,,2023-07-23T00:00:00,DEPT_002,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
efe437c3-61fb-4eab-9993-9133b6fc1d3c,P_0107,,2023-09-23T00:00:00,DEPT_010,faculty,This is a synthetic reflection text about AI adoption.,negative,support
4e6d017c-c5f0-4416-af2d-733ad6708978,P_0028,,2023-03-26T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,mixed,policy
de186e1e-1fbf-4cf9-b3e9-4b741c79439b,P_0054,,2023-12-21T00:00:00,DEPT_008,staff,This is a synthetic reflection text about AI adoption.,positive,tools
593d9ea5-f58d-4938-8776-9dcb8381eec4,P_0008,,2023-12-04T00:00:00,DEPT_006,grad_student,This is a synthetic reflection text about AI adoption.,mixed,tools
ba37219e-79d6-40f3-93ac-d858edb5c44c,P_0024,,2023-06-07T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
c56fc177-f48d-434b-a13e-f03a9251cb93,P_0042,,2023-02-25T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,mixed,policy
6584e3fa-97d4-4c92-8539-350b01230ed9,P_0005,,2023-03-15T00:00:00,DEPT_004,faculty,This is a synthetic reflection text about AI adoption.,positive,time
8ccc8ea9-501b-444f-b472-beb4db87fc79,P_0194,,2023-07-23T00:00:00,DEPT_004,grad_student,This is a synthetic reflection text about AI adoption.,mixed,confidence
a7a33a15-d51d-4d12-a789-66606a4d97f5,P_0049,,2023-03-28T00:00:00,DEPT_001,faculty,This is a synthetic reflection text about AI adoption.,mixed,confidence
0526a364-2e73-40fc-8d00-b3eec6deaf71,P_0126,,2023-02-19T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
f2f561fb-7bd0-40d6-a082-f746fc904bb7,P_0040,,2023-09-26T00:00:00,DEPT_002,staff,This is a synthetic reflection text about AI adoption.,positive,policy
2ae6d81f-88bb-4cdc-a33f-fe0af9838c60,P_0179,,2023-08-09T00:00:00,DEPT_003,grad_student,This is a synthetic reflection text about AI adoption.,positive,policy
dcfde0a5-472c-4c3c-ac23-ace64b74446f,P_0079,,2023-04-06T00:00:00,DEPT_007,grad_student,This is a synthetic reflection text about AI adoption.,mixed,time
aea3acc7-76ae-4650-902a-ab6af21939fc,P_0117,,2023-09-07T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
4c25b296-6407-4ec5-9396-e3b1da835016,P_0036,,2023-08-19T00:00:00,DEPT_001,grad_student,This is a synthetic reflection text about AI adoption.,positive,time
01025915-2e54-4ba8-8a41-5806b779e8f2,P_0116,,2023-04-06T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,time
2b8eae66-273f-4d3f-bb6d-5ebe5e460ace,P_0186,,2023-04-09T00:00:00,DEPT_005,grad_student,This is a synthetic reflection text about AI adoption.,positive,support
e641986f-502b-43f0-b095-a0d321b0fb51,P_0001,,2023-08-14T00:00:00,DEPT_009,grad_student,This is a synthetic reflection text about AI adoption.,mixed,tools
53022536-967a-42d4-8c0f-4a428de7bd26,P_0016,,2023-02-25T00:00:00,DEPT_010,staff,This is a synthetic reflection text about AI adoption.,mixed,time
20098c3a-caee-463a-a2e0-9f5187e54421,P_0158,,2023-02-10T00:00:00,DEPT_007,staff,This is a synthetic reflection text about AI adoption.,positive,support
2a44e4fa-5b16-4bec-9ea8-84352b9aec4f,P_0095,,2023-03-05T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,policy
d1ad0294-818c-4771-a232-230f822281a9,P_0172,,2023-01-16T00:00:00,DEPT_005,faculty,This is a synthetic reflection text about AI adoption.,positive,support
0d818417-747b-401e-924f-56f0974f9687,P_0042,,2023-09-06T00:00:00,DEPT_006,faculty,This is a synthetic reflection text about AI adoption.,mixed,confidence
2b937a4e-fbe0-4adf-99df-031fe555fd83,P_0005,,2023-01-05T00:00:00,DEPT_003,grad_student,This is a synthetic reflection text about AI adoption.,positive,confidence
11fb19aa-eca9-44fa-8e6c-6675d0273808,P_0081,,2023-12-07T00:00:00,DEPT_006,staff,This is a synthetic reflection text about AI adoption.,positive,confidence
0a00824d-e200-4de1-919c-573a62d4d71e,P_0158,,2023-02-19T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,confidence
4e257261-3d98-4ca3-a87d-2d7a3bc600ef,P_0181,,2023-07-12T00:00:00,DEPT_003,staff,This is a synthetic reflection text about AI adoption.,mixed,policy
187cae66-8895-47eb-8aeb-125708b83839,P_0031,,2023-09-06T00:00:00,DEPT_008,faculty,This is a synthetic reflection text about AI adoption.,positive,policy
